siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
43,新營,3,臭氧,O3,ppb,202502,32
43,新營,4,懸浮微粒,PM10,μg/m3,202502,44
43,新營,5,氮氧化物,NOx,ppb,202502,11.7
43,新營,6,一氧化氮,NO,ppb,202502,1.5
43,新營,7,二氧化氮,NO2,ppb,202502,10
39,新港,2,一氧化碳,CO,ppm,202502,0.28
39,新港,1,二氧化硫,SO2,ppb,202502,1.5
38,崙背,31,甲烷,CH4,ppm,202502,2.2
38,崙背,14,溫度,AMB_TEMP,℃,202502,16.6
38,崙背,10,風速,WIND_SPEED,m/sec,202502,1.6
38,崙背,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.02
38,崙背,8,總碳氫化物,THC,ppm,202502,2.23
38,崙背,7,二氧化氮,NO2,ppb,202502,7
43,新營,143,小時風速值,WS_HR,m/sec,202502,2.1
44,善化,1,二氧化硫,SO2,ppb,202502,1.3
44,善化,2,一氧化碳,CO,ppm,202502,0.28
44,善化,3,臭氧,O3,ppb,202502,32
44,善化,4,懸浮微粒,PM10,μg/m3,202502,48
44,善化,5,氮氧化物,NOx,ppb,202502,10.7
44,善化,6,一氧化氮,NO,ppb,202502,1.4
44,善化,7,二氧化氮,NO2,ppb,202502,9
44,善化,10,風速,WIND_SPEED,m/sec,202502,2.8
44,善化,14,溫度,AMB_TEMP,℃,202502,17.2
44,善化,33,細懸浮微粒,PM2.5,μg/m3,202502,23
44,善化,38,相對濕度,RH,%,202502,80
44,善化,143,小時風速值,WS_HR,m/sec,202502,2.7
45,安南,1,二氧化硫,SO2,ppb,202502,0.9
45,安南,2,一氧化碳,CO,ppm,202502,0.33
45,安南,3,臭氧,O3,ppb,202502,33
45,安南,4,懸浮微粒,PM10,μg/m3,202502,44
45,安南,5,氮氧化物,NOx,ppb,202502,11
45,安南,6,一氧化氮,NO,ppb,202502,1.5
45,安南,7,二氧化氮,NO2,ppb,202502,9
45,安南,8,總碳氫化物,THC,ppm,202502,2.18
45,安南,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.04
45,安南,10,風速,WIND_SPEED,m/sec,202502,2.5
45,安南,14,溫度,AMB_TEMP,℃,202502,18
45,安南,31,甲烷,CH4,ppm,202502,2.13
45,安南,33,細懸浮微粒,PM2.5,μg/m3,202502,24
45,安南,38,相對濕度,RH,%,202502,79
45,安南,143,小時風速值,WS_HR,m/sec,202502,2.2
46,臺南,1,二氧化硫,SO2,ppb,202502,1
46,臺南,2,一氧化碳,CO,ppm,202502,0.34
46,臺南,3,臭氧,O3,ppb,202502,33
46,臺南,7,二氧化氮,NO2,ppb,202502,12
46,臺南,8,總碳氫化物,THC,ppm,202502,2.19
46,臺南,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.07
46,臺南,14,溫度,AMB_TEMP,℃,202502,17.7
46,臺南,31,甲烷,CH4,ppm,202502,2.11
46,臺南,33,細懸浮微粒,PM2.5,μg/m3,202502,24
46,臺南,38,相對濕度,RH,%,202502,78
46,臺南,143,小時風速值,WS_HR,m/sec,202502,2.4
47,美濃,1,二氧化硫,SO2,ppb,202502,0.7
47,美濃,2,一氧化碳,CO,ppm,202502,0.31
47,美濃,3,臭氧,O3,ppb,202502,29
47,美濃,4,懸浮微粒,PM10,μg/m3,202502,36
47,美濃,5,氮氧化物,NOx,ppb,202502,7.5
47,美濃,6,一氧化氮,NO,ppb,202502,0.8
47,美濃,7,二氧化氮,NO2,ppb,202502,6
47,美濃,10,風速,WIND_SPEED,m/sec,202502,0.9
47,美濃,14,溫度,AMB_TEMP,℃,202502,19.1
47,美濃,33,細懸浮微粒,PM2.5,μg/m3,202502,21
47,美濃,38,相對濕度,RH,%,202502,79
47,美濃,143,小時風速值,WS_HR,m/sec,202502,0.7
48,橋頭,1,二氧化硫,SO2,ppb,202502,1.2
48,橋頭,2,一氧化碳,CO,ppm,202502,0.36
48,橋頭,3,臭氧,O3,ppb,202502,29
48,橋頭,4,懸浮微粒,PM10,μg/m3,202502,47
48,橋頭,5,氮氧化物,NOx,ppb,202502,16.5
48,橋頭,6,一氧化氮,NO,ppb,202502,2
48,橋頭,7,二氧化氮,NO2,ppb,202502,14
48,橋頭,8,總碳氫化物,THC,ppm,202502,2.25
48,橋頭,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.09
48,橋頭,10,風速,WIND_SPEED,m/sec,202502,2.2
48,橋頭,14,溫度,AMB_TEMP,℃,202502,18.6
48,橋頭,31,甲烷,CH4,ppm,202502,2.16
48,橋頭,33,細懸浮微粒,PM2.5,μg/m3,202502,30
48,橋頭,38,相對濕度,RH,%,202502,75
48,橋頭,143,小時風速值,WS_HR,m/sec,202502,2
49,仁武,1,二氧化硫,SO2,ppb,202502,1.4
49,仁武,2,一氧化碳,CO,ppm,202502,0.4
49,仁武,3,臭氧,O3,ppb,202502,28
49,仁武,4,懸浮微粒,PM10,μg/m3,202502,52
49,仁武,5,氮氧化物,NOx,ppb,202502,20.6
49,仁武,6,一氧化氮,NO,ppb,202502,3.1
49,仁武,7,二氧化氮,NO2,ppb,202502,17
49,仁武,8,總碳氫化物,THC,ppm,202502,2.25
49,仁武,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.14
49,仁武,10,風速,WIND_SPEED,m/sec,202502,2.1
38,崙背,6,一氧化氮,NO,ppb,202502,1
38,崙背,1,二氧化硫,SO2,ppb,202502,1.1
37,斗六,31,甲烷,CH4,ppm,202502,2.08
37,斗六,5,氮氧化物,NOx,ppb,202502,11
36,南投,143,小時風速值,WS_HR,m/sec,202502,0.9
36,南投,38,相對濕度,RH,%,202502,74
36,南投,33,細懸浮微粒,PM2.5,μg/m3,202502,19
139,員林,143,小時風速值,WS_HR,m/sec,202502,
139,員林,38,相對濕度,RH,%,202502,
139,員林,33,細懸浮微粒,PM2.5,μg/m3,202502,19
36,南投,31,甲烷,CH4,ppm,202502,2.06
49,仁武,31,甲烷,CH4,ppm,202502,2.1
50,鳳山,4,懸浮微粒,PM10,μg/m3,202502,53
50,鳳山,5,氮氧化物,NOx,ppb,202502,22.4
50,鳳山,6,一氧化氮,NO,ppb,202502,3.5
50,鳳山,7,二氧化氮,NO2,ppb,202502,18
50,鳳山,8,總碳氫化物,THC,ppm,202502,2.36
50,鳳山,143,小時風速值,WS_HR,m/sec,202502,0.4
51,大寮,1,二氧化硫,SO2,ppb,202502,2
51,大寮,2,一氧化碳,CO,ppm,202502,0.39
51,大寮,3,臭氧,O3,ppb,202502,29
51,大寮,4,懸浮微粒,PM10,μg/m3,202502,54
51,大寮,5,氮氧化物,NOx,ppb,202502,17.5
51,大寮,6,一氧化氮,NO,ppb,202502,2.2
51,大寮,7,二氧化氮,NO2,ppb,202502,15
51,大寮,8,總碳氫化物,THC,ppm,202502,2.24
51,大寮,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.1
51,大寮,10,風速,WIND_SPEED,m/sec,202502,1.5
51,大寮,14,溫度,AMB_TEMP,℃,202502,19.4
51,大寮,31,甲烷,CH4,ppm,202502,2.12
51,大寮,33,細懸浮微粒,PM2.5,μg/m3,202502,32
51,大寮,38,相對濕度,RH,%,202502,77
51,大寮,143,小時風速值,WS_HR,m/sec,202502,1.2
52,林園,1,二氧化硫,SO2,ppb,202502,2.6
52,林園,2,一氧化碳,CO,ppm,202502,0.39
52,林園,3,臭氧,O3,ppb,202502,30
52,林園,4,懸浮微粒,PM10,μg/m3,202502,60
52,林園,5,氮氧化物,NOx,ppb,202502,16.4
52,林園,6,一氧化氮,NO,ppb,202502,1.6
52,林園,7,二氧化氮,NO2,ppb,202502,14
52,林園,8,總碳氫化物,THC,ppm,202502,2.36
52,林園,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.19
52,林園,10,風速,WIND_SPEED,m/sec,202502,1.9
52,林園,14,溫度,AMB_TEMP,℃,202502,19.7
52,林園,31,甲烷,CH4,ppm,202502,2.17
52,林園,33,細懸浮微粒,PM2.5,μg/m3,202502,31
52,林園,38,相對濕度,RH,%,202502,78
52,林園,143,小時風速值,WS_HR,m/sec,202502,1.7
53,楠梓,1,二氧化硫,SO2,ppb,202502,1.4
53,楠梓,2,一氧化碳,CO,ppm,202502,0.36
53,楠梓,3,臭氧,O3,ppb,202502,29
53,楠梓,4,懸浮微粒,PM10,μg/m3,202502,54
53,楠梓,5,氮氧化物,NOx,ppb,202502,17.1
53,楠梓,6,一氧化氮,NO,ppb,202502,2.2
53,楠梓,7,二氧化氮,NO2,ppb,202502,14
53,楠梓,8,總碳氫化物,THC,ppm,202502,2.25
53,楠梓,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.08
53,楠梓,10,風速,WIND_SPEED,m/sec,202502,1.6
53,楠梓,14,溫度,AMB_TEMP,℃,202502,18.4
53,楠梓,31,甲烷,CH4,ppm,202502,2.17
53,楠梓,33,細懸浮微粒,PM2.5,μg/m3,202502,28
53,楠梓,38,相對濕度,RH,%,202502,78
53,楠梓,143,小時風速值,WS_HR,m/sec,202502,1.2
54,左營,1,二氧化硫,SO2,ppb,202502,1.1
54,左營,2,一氧化碳,CO,ppm,202502,0.4
54,左營,3,臭氧,O3,ppb,202502,30
54,左營,4,懸浮微粒,PM10,μg/m3,202502,53
54,左營,5,氮氧化物,NOx,ppb,202502,16.4
54,左營,6,一氧化氮,NO,ppb,202502,2.1
54,左營,7,二氧化氮,NO2,ppb,202502,14
54,左營,8,總碳氫化物,THC,ppm,202502,2.19
54,左營,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.07
54,左營,10,風速,WIND_SPEED,m/sec,202502,2.2
54,左營,14,溫度,AMB_TEMP,℃,202502,18.7
54,左營,31,甲烷,CH4,ppm,202502,2.11
54,左營,33,細懸浮微粒,PM2.5,μg/m3,202502,29
54,左營,38,相對濕度,RH,%,202502,77
54,左營,143,小時風速值,WS_HR,m/sec,202502,2
56,前金,1,二氧化硫,SO2,ppb,202502,1
56,前金,2,一氧化碳,CO,ppm,202502,0.39
56,前金,3,臭氧,O3,ppb,202502,28
56,前金,4,懸浮微粒,PM10,μg/m3,202502,55
56,前金,5,氮氧化物,NOx,ppb,202502,21.5
56,前金,6,一氧化氮,NO,ppb,202502,4.3
56,前金,7,二氧化氮,NO2,ppb,202502,17
35,二林,8,總碳氫化物,THC,ppm,202502,2.08
33,彰化,3,臭氧,O3,ppb,202502,30
33,彰化,2,一氧化碳,CO,ppm,202502,0.33
32,西屯,1,二氧化硫,SO2,ppb,202502,1.2
31,忠明,143,小時風速值,WS_HR,m/sec,202502,1.1
31,忠明,38,相對濕度,RH,%,202502,78
31,忠明,33,細懸浮微粒,PM2.5,μg/m3,202502,16
31,忠明,31,甲烷,CH4,ppm,202502,2.08
31,忠明,14,溫度,AMB_TEMP,℃,202502,17.2
56,前金,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.09
56,前金,10,風速,WIND_SPEED,m/sec,202502,2.8
57,前鎮,6,一氧化氮,NO,ppb,202502,3.4
57,前鎮,7,二氧化氮,NO2,ppb,202502,17
57,前鎮,8,總碳氫化物,THC,ppm,202502,2.31
57,前鎮,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.14
57,前鎮,10,風速,WIND_SPEED,m/sec,202502,2
57,前鎮,14,溫度,AMB_TEMP,℃,202502,19.1
57,前鎮,31,甲烷,CH4,ppm,202502,2.16
57,前鎮,33,細懸浮微粒,PM2.5,μg/m3,202502,30
57,前鎮,38,相對濕度,RH,%,202502,78
57,前鎮,143,小時風速值,WS_HR,m/sec,202502,1.8
58,小港,1,二氧化硫,SO2,ppb,202502,1.8
58,小港,2,一氧化碳,CO,ppm,202502,0.43
58,小港,3,臭氧,O3,ppb,202502,27
58,小港,4,懸浮微粒,PM10,μg/m3,202502,51
58,小港,5,氮氧化物,NOx,ppb,202502,24.9
58,小港,6,一氧化氮,NO,ppb,202502,3.5
58,小港,7,二氧化氮,NO2,ppb,202502,21
58,小港,8,總碳氫化物,THC,ppm,202502,2.23
58,小港,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.09
58,小港,10,風速,WIND_SPEED,m/sec,202502,1.8
58,小港,14,溫度,AMB_TEMP,℃,202502,19.5
58,小港,31,甲烷,CH4,ppm,202502,2.13
58,小港,33,細懸浮微粒,PM2.5,μg/m3,202502,30
58,小港,38,相對濕度,RH,%,202502,76
58,小港,143,小時風速值,WS_HR,m/sec,202502,1.4
59,屏東,1,二氧化硫,SO2,ppb,202502,1.1
59,屏東,2,一氧化碳,CO,ppm,202502,0.37
59,屏東,3,臭氧,O3,ppb,202502,32
59,屏東,4,懸浮微粒,PM10,μg/m3,202502,50
59,屏東,5,氮氧化物,NOx,ppb,202502,12.6
59,屏東,6,一氧化氮,NO,ppb,202502,1.3
59,屏東,7,二氧化氮,NO2,ppb,202502,11
59,屏東,8,總碳氫化物,THC,ppm,202502,2.23
59,屏東,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.07
59,屏東,10,風速,WIND_SPEED,m/sec,202502,1.4
59,屏東,14,溫度,AMB_TEMP,℃,202502,19.9
59,屏東,31,甲烷,CH4,ppm,202502,2.16
59,屏東,33,細懸浮微粒,PM2.5,μg/m3,202502,27
59,屏東,38,相對濕度,RH,%,202502,76
59,屏東,143,小時風速值,WS_HR,m/sec,202502,1.1
60,潮州,1,二氧化硫,SO2,ppb,202502,0.9
60,潮州,2,一氧化碳,CO,ppm,202502,0.32
60,潮州,3,臭氧,O3,ppb,202502,31
60,潮州,4,懸浮微粒,PM10,μg/m3,202502,51
60,潮州,5,氮氧化物,NOx,ppb,202502,9.8
60,潮州,6,一氧化氮,NO,ppb,202502,0.9
60,潮州,7,二氧化氮,NO2,ppb,202502,8
60,潮州,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.06
60,潮州,10,風速,WIND_SPEED,m/sec,202502,1.4
60,潮州,14,溫度,AMB_TEMP,℃,202502,19.6
60,潮州,31,甲烷,CH4,ppm,202502,2.29
60,潮州,33,細懸浮微粒,PM2.5,μg/m3,202502,28
60,潮州,38,相對濕度,RH,%,202502,77
60,潮州,143,小時風速值,WS_HR,m/sec,202502,1.2
61,恆春,1,二氧化硫,SO2,ppb,202502,0.7
61,恆春,2,一氧化碳,CO,ppm,202502,0.19
61,恆春,3,臭氧,O3,ppb,202502,45
61,恆春,4,懸浮微粒,PM10,μg/m3,202502,10
61,恆春,5,氮氧化物,NOx,ppb,202502,1.7
61,恆春,6,一氧化氮,NO,ppb,202502,0.5
61,恆春,7,二氧化氮,NO2,ppb,202502,1
61,恆春,10,風速,WIND_SPEED,m/sec,202502,7.7
61,恆春,14,溫度,AMB_TEMP,℃,202502,19.9
61,恆春,33,細懸浮微粒,PM2.5,μg/m3,202502,6
61,恆春,38,相對濕度,RH,%,202502,79
61,恆春,143,小時風速值,WS_HR,m/sec,202502,7.5
62,臺東,1,二氧化硫,SO2,ppb,202502,0.7
62,臺東,2,一氧化碳,CO,ppm,202502,0.24
62,臺東,3,臭氧,O3,ppb,202502,37
62,臺東,4,懸浮微粒,PM10,μg/m3,202502,14
62,臺東,5,氮氧化物,NOx,ppb,202502,5
62,臺東,6,一氧化氮,NO,ppb,202502,1
62,臺東,7,二氧化氮,NO2,ppb,202502,3
31,忠明,10,風速,WIND_SPEED,m/sec,202502,1.5
31,忠明,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.08
31,忠明,8,總碳氫化物,THC,ppm,202502,2.17
28,豐原,14,溫度,AMB_TEMP,℃,202502,16.1
28,豐原,10,風速,WIND_SPEED,m/sec,202502,1.9
25,頭份,31,甲烷,CH4,ppm,202502,2.06
25,頭份,14,溫度,AMB_TEMP,℃,202502,16.2
25,頭份,10,風速,WIND_SPEED,m/sec,202502,2
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.05
25,頭份,8,總碳氫化物,THC,ppm,202502,2.13
25,頭份,7,二氧化氮,NO2,ppb,202502,10
25,頭份,6,一氧化氮,NO,ppb,202502,2.3
62,臺東,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.02
62,臺東,10,風速,WIND_SPEED,m/sec,202502,1.7
62,臺東,14,溫度,AMB_TEMP,℃,202502,19
62,臺東,31,甲烷,CH4,ppm,202502,2.02
62,臺東,33,細懸浮微粒,PM2.5,μg/m3,202502,6
62,臺東,38,相對濕度,RH,%,202502,76
63,花蓮,2,一氧化碳,CO,ppm,202502,0.28
63,花蓮,3,臭氧,O3,ppb,202502,34
63,花蓮,4,懸浮微粒,PM10,μg/m3,202502,14
63,花蓮,5,氮氧化物,NOx,ppb,202502,6.2
63,花蓮,6,一氧化氮,NO,ppb,202502,0.9
63,花蓮,7,二氧化氮,NO2,ppb,202502,5
63,花蓮,8,總碳氫化物,THC,ppm,202502,2.02
63,花蓮,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.01
64,陽明,2,一氧化碳,CO,ppm,202502,0.23
64,陽明,3,臭氧,O3,ppb,202502,46
64,陽明,4,懸浮微粒,PM10,μg/m3,202502,13
64,陽明,5,氮氧化物,NOx,ppb,202502,2.4
64,陽明,6,一氧化氮,NO,ppb,202502,0.4
64,陽明,7,二氧化氮,NO2,ppb,202502,1
64,陽明,10,風速,WIND_SPEED,m/sec,202502,2.4
64,陽明,14,溫度,AMB_TEMP,℃,202502,10.3
64,陽明,33,細懸浮微粒,PM2.5,μg/m3,202502,5
64,陽明,38,相對濕度,RH,%,202502,98
65,宜蘭,1,二氧化硫,SO2,ppb,202502,0.7
65,宜蘭,2,一氧化碳,CO,ppm,202502,0.25
65,宜蘭,3,臭氧,O3,ppb,202502,33
65,宜蘭,4,懸浮微粒,PM10,μg/m3,202502,14
65,宜蘭,5,氮氧化物,NOx,ppb,202502,5.5
65,宜蘭,6,一氧化氮,NO,ppb,202502,0.7
65,宜蘭,7,二氧化氮,NO2,ppb,202502,4
65,宜蘭,8,總碳氫化物,THC,ppm,202502,2.06
65,宜蘭,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.02
65,宜蘭,10,風速,WIND_SPEED,m/sec,202502,0.9
65,宜蘭,14,溫度,AMB_TEMP,℃,202502,16.5
65,宜蘭,31,甲烷,CH4,ppm,202502,2.04
65,宜蘭,33,細懸浮微粒,PM2.5,μg/m3,202502,8
65,宜蘭,38,相對濕度,RH,%,202502,83
65,宜蘭,143,小時風速值,WS_HR,m/sec,202502,0.7
66,冬山,1,二氧化硫,SO2,ppb,202502,0.6
66,冬山,2,一氧化碳,CO,ppm,202502,0.24
66,冬山,3,臭氧,O3,ppb,202502,31
66,冬山,4,懸浮微粒,PM10,μg/m3,202502,20
66,冬山,5,氮氧化物,NOx,ppb,202502,8.1
66,冬山,6,一氧化氮,NO,ppb,202502,1.7
66,冬山,7,二氧化氮,NO2,ppb,202502,6
66,冬山,10,風速,WIND_SPEED,m/sec,202502,1.2
66,冬山,14,溫度,AMB_TEMP,℃,202502,16.3
66,冬山,33,細懸浮微粒,PM2.5,μg/m3,202502,8
66,冬山,38,相對濕度,RH,%,202502,86
66,冬山,143,小時風速值,WS_HR,m/sec,202502,1
67,三重,1,二氧化硫,SO2,ppb,202502,1
67,三重,2,一氧化碳,CO,ppm,202502,0.84
67,三重,3,臭氧,O3,ppb,202502,16
67,三重,4,懸浮微粒,PM10,μg/m3,202502,32
67,三重,5,氮氧化物,NOx,ppb,202502,70.2
67,三重,6,一氧化氮,NO,ppb,202502,38.5
67,三重,7,二氧化氮,NO2,ppb,202502,31
67,三重,8,總碳氫化物,THC,ppm,202502,2.45
67,三重,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.21
67,三重,14,溫度,AMB_TEMP,℃,202502,17
67,三重,31,甲烷,CH4,ppm,202502,2.23
68,中壢,3,臭氧,O3,ppb,202502,24
68,中壢,4,懸浮微粒,PM10,μg/m3,202502,30
68,中壢,5,氮氧化物,NOx,ppb,202502,37.3
68,中壢,6,一氧化氮,NO,ppb,202502,15.8
68,中壢,7,二氧化氮,NO2,ppb,202502,21
68,中壢,8,總碳氫化物,THC,ppm,202502,2.27
68,中壢,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.16
68,中壢,10,風速,WIND_SPEED,m/sec,202502,0.8
68,中壢,14,溫度,AMB_TEMP,℃,202502,15.5
68,中壢,31,甲烷,CH4,ppm,202502,2.11
68,中壢,33,細懸浮微粒,PM2.5,μg/m3,202502,17
25,頭份,5,氮氧化物,NOx,ppb,202502,12.4
25,頭份,4,懸浮微粒,PM10,μg/m3,202502,31
25,頭份,3,臭氧,O3,ppb,202502,34
25,頭份,1,二氧化硫,SO2,ppb,202502,1.4
24,新竹,31,甲烷,CH4,ppm,202502,2.02
24,新竹,14,溫度,AMB_TEMP,℃,202502,16.1
24,新竹,10,風速,WIND_SPEED,m/sec,202502,2.3
20,平鎮,10,風速,WIND_SPEED,m/sec,202502,2.2
139,員林,31,甲烷,CH4,ppm,202502,2.12
69,竹山,1,二氧化硫,SO2,ppb,202502,1.1
69,竹山,2,一氧化碳,CO,ppm,202502,0.31
69,竹山,3,臭氧,O3,ppb,202502,27
69,竹山,4,懸浮微粒,PM10,μg/m3,202502,37
69,竹山,5,氮氧化物,NOx,ppb,202502,12
69,竹山,6,一氧化氮,NO,ppb,202502,1.2
69,竹山,7,二氧化氮,NO2,ppb,202502,10
69,竹山,8,總碳氫化物,THC,ppm,202502,2.16
69,竹山,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.07
69,竹山,10,風速,WIND_SPEED,m/sec,202502,1.4
69,竹山,14,溫度,AMB_TEMP,℃,202502,17
69,竹山,31,甲烷,CH4,ppm,202502,2.06
69,竹山,33,細懸浮微粒,PM2.5,μg/m3,202502,23
69,竹山,38,相對濕度,RH,%,202502,81
69,竹山,143,小時風速值,WS_HR,m/sec,202502,1.1
70,永和,1,二氧化硫,SO2,ppb,202502,0.7
70,永和,2,一氧化碳,CO,ppm,202502,0.51
70,永和,3,臭氧,O3,ppb,202502,30
70,永和,4,懸浮微粒,PM10,μg/m3,202502,24
70,永和,6,一氧化氮,NO,ppb,202502,6.1
70,永和,7,二氧化氮,NO2,ppb,202502,14
70,永和,8,總碳氫化物,THC,ppm,202502,2.13
70,永和,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.1
70,永和,10,風速,WIND_SPEED,m/sec,202502,1.6
70,永和,14,溫度,AMB_TEMP,℃,202502,16.6
71,復興,6,一氧化氮,NO,ppb,202502,3.3
71,復興,7,二氧化氮,NO2,ppb,202502,17
71,復興,8,總碳氫化物,THC,ppm,202502,2.33
71,復興,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.16
71,復興,10,風速,WIND_SPEED,m/sec,202502,1.1
71,復興,14,溫度,AMB_TEMP,℃,202502,19.1
71,復興,31,甲烷,CH4,ppm,202502,2.15
71,復興,33,細懸浮微粒,PM2.5,μg/m3,202502,31
71,復興,38,相對濕度,RH,%,202502,75
71,復興,143,小時風速值,WS_HR,m/sec,202502,0.5
72,埔里,1,二氧化硫,SO2,ppb,202502,1.1
72,埔里,2,一氧化碳,CO,ppm,202502,0.33
72,埔里,3,臭氧,O3,ppb,202502,23
72,埔里,4,懸浮微粒,PM10,μg/m3,202502,25
72,埔里,5,氮氧化物,NOx,ppb,202502,7.8
72,埔里,6,一氧化氮,NO,ppb,202502,1.7
72,埔里,7,二氧化氮,NO2,ppb,202502,6
72,埔里,8,總碳氫化物,THC,ppm,202502,2.19
72,埔里,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.07
72,埔里,10,風速,WIND_SPEED,m/sec,202502,1
72,埔里,14,溫度,AMB_TEMP,℃,202502,17.5
72,埔里,31,甲烷,CH4,ppm,202502,2.1
72,埔里,33,細懸浮微粒,PM2.5,μg/m3,202502,15
72,埔里,38,相對濕度,RH,%,202502,80
72,埔里,143,小時風速值,WS_HR,m/sec,202502,0.8
75,馬祖,1,二氧化硫,SO2,ppb,202502,1
75,馬祖,2,一氧化碳,CO,ppm,202502,0.31
75,馬祖,3,臭氧,O3,ppb,202502,43
75,馬祖,4,懸浮微粒,PM10,μg/m3,202502,46
75,馬祖,5,氮氧化物,NOx,ppb,202502,7
75,馬祖,6,一氧化氮,NO,ppb,202502,0.8
75,馬祖,7,二氧化氮,NO2,ppb,202502,6
75,馬祖,8,總碳氫化物,THC,ppm,202502,2.1
75,馬祖,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.04
75,馬祖,10,風速,WIND_SPEED,m/sec,202502,2.3
75,馬祖,14,溫度,AMB_TEMP,℃,202502,10.2
75,馬祖,31,甲烷,CH4,ppm,202502,2.04
75,馬祖,33,細懸浮微粒,PM2.5,μg/m3,202502,26
75,馬祖,38,相對濕度,RH,%,202502,74
75,馬祖,143,小時風速值,WS_HR,m/sec,202502,1.7
77,金門,1,二氧化硫,SO2,ppb,202502,1.2
77,金門,2,一氧化碳,CO,ppm,202502,0.32
77,金門,3,臭氧,O3,ppb,202502,40
77,金門,4,懸浮微粒,PM10,μg/m3,202502,39
77,金門,5,氮氧化物,NOx,ppb,202502,9.7
77,金門,6,一氧化氮,NO,ppb,202502,1
77,金門,7,二氧化氮,NO2,ppb,202502,8
77,金門,8,總碳氫化物,THC,ppm,202502,2.09
77,金門,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.04
77,金門,10,風速,WIND_SPEED,m/sec,202502,1.8
20,平鎮,7,二氧化氮,NO2,ppb,202502,13
20,平鎮,5,氮氧化物,NOx,ppb,202502,16
20,平鎮,4,懸浮微粒,PM10,μg/m3,202502,24
20,平鎮,3,臭氧,O3,ppb,202502,34
20,平鎮,2,一氧化碳,CO,ppm,202502,0.36
20,平鎮,1,二氧化硫,SO2,ppb,202502,0.9
19,觀音,143,小時風速值,WS_HR,m/sec,202502,4.2
19,觀音,38,相對濕度,RH,%,202502,79
19,觀音,3,臭氧,O3,ppb,202502,38
18,大園,2,一氧化碳,CO,ppm,202502,0.28
78,馬公,1,二氧化硫,SO2,ppb,202502,0.8
78,馬公,2,一氧化碳,CO,ppm,202502,0.23
78,馬公,3,臭氧,O3,ppb,202502,49
78,馬公,4,懸浮微粒,PM10,μg/m3,202502,30
78,馬公,9,非甲烷碳氫化合物,NMHC,ppm,202502,0
78,馬公,10,風速,WIND_SPEED,m/sec,202502,5.3
78,馬公,14,溫度,AMB_TEMP,℃,202502,16
78,馬公,31,甲烷,CH4,ppm,202502,1.99
78,馬公,33,細懸浮微粒,PM2.5,μg/m3,202502,15
78,馬公,38,相對濕度,RH,%,202502,84
78,馬公,143,小時風速值,WS_HR,m/sec,202502,4.7
80,關山,1,二氧化硫,SO2,ppb,202502,0.7
80,關山,2,一氧化碳,CO,ppm,202502,0.22
80,關山,3,臭氧,O3,ppb,202502,33
80,關山,4,懸浮微粒,PM10,μg/m3,202502,17
80,關山,5,氮氧化物,NOx,ppb,202502,4.4
80,關山,6,一氧化氮,NO,ppb,202502,1.1
80,關山,7,二氧化氮,NO2,ppb,202502,3
80,關山,10,風速,WIND_SPEED,m/sec,202502,1.7
80,關山,14,溫度,AMB_TEMP,℃,202502,17.2
80,關山,33,細懸浮微粒,PM2.5,μg/m3,202502,6
80,關山,38,相對濕度,RH,%,202502,77
80,關山,143,小時風速值,WS_HR,m/sec,202502,1.4
83,麥寮,1,二氧化硫,SO2,ppb,202502,1.3
83,麥寮,2,一氧化碳,CO,ppm,202502,0.25
83,麥寮,3,臭氧,O3,ppb,202502,41
83,麥寮,4,懸浮微粒,PM10,μg/m3,202502,36
83,麥寮,5,氮氧化物,NOx,ppb,202502,6.9
83,麥寮,6,一氧化氮,NO,ppb,202502,0.7
83,麥寮,7,二氧化氮,NO2,ppb,202502,6
83,麥寮,8,總碳氫化物,THC,ppm,202502,2.22
83,麥寮,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.02
